time	V(cmirror)	V(p001)	V(p002)	V(vdd)	V(n001)	V(n002)	V(n003)	V(n004)	V(n005)	V(n006)	V(n007)	V(n008)	V(n009)	V(n010)
1.136940002441406e-006	3.113052924592247e+000	2.738800048828124e-001	-2.738800048828124e-001	5.000000000000000e+000	1.459103463035036e+000	3.185571036623349e+000	4.912038610211662e+000	1.096090660888810e+000	1.726099995317189e+000	2.000000000000000e+000	2.000000000000000e+000	2.273860005082807e+000	3.110500000000000e+000	7.507103662334913e-001
1.142066955566406e-006	3.113052418191535e+000	2.841339111328125e-001	-2.841339111328125e-001	5.000000000000000e+000	1.448320170189525e+000	3.185445430007272e+000	4.922570689825019e+000	1.095378983871949e+000	1.715846089067190e+000	2.000000000000000e+000	2.000000000000000e+000	2.284113911332807e+000	3.110500000000000e+000	7.494543000727149e-001
1.144996643066406e-006	3.113052147709372e+000	2.899932861328123e-001	-2.899932861328123e-001	5.000000000000000e+000	1.442411060397189e+000	3.185376198746633e+000	4.928341337096076e+000	1.094964691805800e+000	1.709986714067190e+000	2.000000000000000e+000	2.000000000000000e+000	2.289973286332806e+000	3.110500000000000e+000	7.487619874663241e-001
1.145637512207031e-006	3.113052083205175e+000	2.912750244140624e-001	-2.912750244140624e-001	5.000000000000000e+000	1.441154916866107e+000	3.185361424478814e+000	4.929567932091521e+000	1.094873753337001e+000	1.708704975785940e+000	2.000000000000000e+000	2.000000000000000e+000	2.291255024614056e+000	3.110500000000000e+000	7.486142447881369e-001
1.146003723144531e-006	3.113052048041014e+000	2.920074462890627e-001	-2.920074462890627e-001	5.000000000000000e+000	1.440447522510199e+000	3.185353087946409e+000	4.930258653382620e+000	1.094821858788143e+000	1.707972553910939e+000	2.000000000000000e+000	2.000000000000000e+000	2.291987446489056e+000	3.110500000000000e+000	7.485308794640935e-001
1.146736145019531e-006	3.113051981878528e+000	2.934722900390624e-001	-2.934722900390624e-001	5.000000000000000e+000	1.439046312040883e+000	3.185336553868415e+000	4.931626795695947e+000	1.094718354807197e+000	1.706507710160940e+000	2.000000000000000e+000	2.000000000000000e+000	2.293452290239056e+000	3.110500000000000e+000	7.483655386841485e-001
1.154060363769531e-006	3.113051337466617e+000	3.081207275390626e-001	-3.081207275390626e-001	5.000000000000000e+000	1.425805006153948e+000	3.185179175314282e+000	4.944553344474615e+000	1.093721340319611e+000	1.691859272660940e+000	2.000000000000000e+000	2.000000000000000e+000	2.308100727739056e+000	3.110500000000000e+000	7.467917531428134e-001
1.158611842564174e-006	3.113050962635741e+000	3.172236851283481e-001	-3.172236851283481e-001	5.000000000000000e+000	1.418218931165890e+000	3.185087916139156e+000	4.951956901112423e+000	1.093099125232007e+000	1.682756315071655e+000	2.000000000000000e+000	2.000000000000000e+000	2.317203685328341e+000	3.110500000000000e+000	7.458791613915623e-001
1.163163321358817e-006	3.113050581701013e+000	3.263266427176340e-001	-3.263266427176340e-001	5.000000000000000e+000	1.411148315067361e+000	3.185002333928278e+000	4.958856352789195e+000	1.092616131772145e+000	1.673653357482369e+000	2.000000000000000e+000	2.000000000000000e+000	2.326306642917627e+000	3.110500000000000e+000	7.450233392827772e-001
1.167714800153460e-006	3.113050194662432e+000	3.354296003069195e-001	-3.354296003069195e-001	5.000000000000000e+000	1.404593157858361e+000	3.184922428681646e+000	4.965251699504930e+000	1.092272359940026e+000	1.664550399893084e+000	2.000000000000000e+000	2.000000000000000e+000	2.335409600506913e+000	3.110500000000000e+000	7.442242868164584e-001
1.172266278948103e-006	3.113049801520000e+000	3.445325578962051e-001	-3.445325578962051e-001	5.000000000000000e+000	1.398553459538891e+000	3.184848200399260e+000	4.971142941259630e+000	1.092067809735650e+000	1.655447442303798e+000	2.000000000000000e+000	2.000000000000000e+000	2.344512558096198e+000	3.110500000000000e+000	7.434820039926057e-001
1.176817757742745e-006	3.113049402273716e+000	3.536355154854908e-001	-3.536355154854908e-001	5.000000000000000e+000	1.393029220108951e+000	3.184779649081122e+000	4.976530078053293e+000	1.092002481159017e+000	1.646344484714513e+000	2.000000000000000e+000	2.000000000000000e+000	2.353615515685483e+000	3.110500000000000e+000	7.427964908112190e-001
1.181369236537388e-006	3.113048996923581e+000	3.627384730747768e-001	-3.627384730747768e-001	5.000000000000000e+000	1.388020439568539e+000	3.184716774727230e+000	4.981413109885920e+000	1.092076374210126e+000	1.637241527125227e+000	2.000000000000000e+000	2.000000000000000e+000	2.362718473274769e+000	3.110500000000000e+000	7.421677472722985e-001
1.185920715332031e-006	3.113048585469593e+000	3.718414306640625e-001	-3.718414306640625e-001	5.000000000000000e+000	1.383527117917658e+000	3.184659577337584e+000	4.985792036757511e+000	1.092289488888979e+000	1.628138569535941e+000	2.000000000000000e+000	2.000000000000000e+000	2.371821430864055e+000	3.110500000000000e+000	7.415957733758442e-001
1.188850402832031e-006	3.113048297495334e+000	3.777008056640625e-001	-3.777008056640625e-001	5.000000000000000e+000	1.380945544570191e+000	3.184626467276261e+000	4.988307389982332e+000	1.092611592688727e+000	1.622279194535941e+000	2.000000000000000e+000	2.000000000000000e+000	2.377680805864054e+000	3.110500000000000e+000	7.412646727626123e-001
1.191780090332031e-006	3.113047995767559e+000	3.835601806640624e-001	-3.835601806640624e-001	5.000000000000000e+000	1.378610834252456e+000	3.184596213948041e+000	4.990581593643626e+000	1.093051981292405e+000	1.616419819535942e+000	2.000000000000000e+000	2.000000000000000e+000	2.383540180864054e+000	3.110500000000000e+000	7.409621394804096e-001
1.194709777832031e-006	3.113047677633506e+000	3.894195556640626e-001	-3.894195556640626e-001	5.000000000000000e+000	1.376535198101773e+000	3.184568973888073e+000	4.992602749674372e+000	1.093623907390663e+000	1.610560444535942e+000	2.000000000000000e+000	2.000000000000000e+000	2.389399555864054e+000	3.110500000000000e+000	7.406897388807250e-001
1.197639465332031e-006	3.113047339703943e+000	3.952789306640625e-001	-3.952789306640625e-001	5.000000000000000e+000	1.374733378769818e+000	3.184544931879620e+000	4.994356484989423e+000	1.094342307046891e+000	1.604701069535942e+000	2.000000000000000e+000	2.000000000000000e+000	2.395258930864054e+000	3.110500000000000e+000	7.404493187962028e-001
1.200569152832031e-006	3.113046978131851e+000	4.011383056640625e-001	-4.011383056640625e-001	5.000000000000000e+000	1.373223150987055e+000	3.184524306390681e+000	4.995825461794308e+000	1.095224181366514e+000	1.598841694535942e+000	2.000000000000000e+000	2.000000000000000e+000	2.401118305864054e+000	3.110500000000000e+000	7.402430639068143e-001
1.203498840332031e-006	3.113046588118320e+000	4.069976806640625e-001	-4.069976806640625e-001	5.000000000000000e+000	1.372025916616493e+000	3.184507356294700e+000	4.996988795972909e+000	1.096289075212180e+000	1.592982319535942e+000	2.000000000000000e+000	2.000000000000000e+000	2.406977680864054e+000	3.110500000000000e+000	7.400735629470052e-001
1.206428527832031e-006	3.113046163766140e+000	4.128570556640625e-001	-4.128570556640625e-001	5.000000000000000e+000	1.371167561753334e+000	3.184494390101999e+000	4.997821218450665e+000	1.097559715324869e+000	1.587122944535942e+000	2.000000000000000e+000	2.000000000000000e+000	2.412837055864054e+000	3.110500000000000e+000	7.399439010199929e-001
1.209358215332031e-006	3.113045709622211e+000	4.187164306640624e-001	-4.187164306640624e-001	5.000000000000000e+000	1.370674506836149e+000	3.184485720444862e+000	4.998296934053575e+000	1.099059255415722e+000	1.581263569535943e+000	2.000000000000000e+000	2.000000000000000e+000	2.418696430864054e+000	3.110500000000000e+000	7.398572044486169e-001
1.212287902832031e-006	3.113045410382778e+000	4.245758056640626e-001	-4.245758056640626e-001	5.000000000000000e+000	1.370493408558293e+000	3.184480748618433e+000	4.998468088678573e+000	1.100754167077580e+000	1.575404194535943e+000	2.000000000000000e+000	2.000000000000000e+000	2.424555805864054e+000	3.110500000000000e+000	7.398074861843319e-001
1.215217590332031e-006	3.113045346425729e+000	4.304351806640625e-001	-4.304351806640625e-001	5.000000000000000e+000	1.370461624400455e+000	3.184477583455315e+000	4.998493542510175e+000	1.102532604304320e+000	1.569544819535943e+000	2.000000000000000e+000	2.000000000000000e+000	2.430415180864054e+000	3.110500000000000e+000	7.397758345531538e-001
1.240237644740513e-006	3.113045346926169e+000	4.804752894810269e-001	-4.804752894810269e-001	5.000000000000000e+000	1.370416560023737e+000	3.184455040290181e+000	4.998493520556625e+000	1.116767226535165e+000	1.519504710718980e+000	2.000000000000000e+000	2.000000000000000e+000	2.480455289681017e+000	3.110500000000000e+000	7.395504029018124e-001
1.265257699148996e-006	3.113045347329159e+000	5.305153982979913e-001	-5.305153982979913e-001	5.000000000000000e+000	1.370374691011850e+000	3.184434096021798e+000	4.998493501031747e+000	1.130009443186719e+000	1.469464601902017e+000	2.000000000000000e+000	2.000000000000000e+000	2.530495398497980e+000	3.110500000000000e+000	7.393409602179832e-001
1.290277753557478e-006	3.113045347634700e+000	5.805555071149556e-001	-5.805555071149556e-001	5.000000000000000e+000	1.370336017364795e+000	3.184414750650167e+000	4.998493483935538e+000	1.142259254258983e+000	1.419424493085054e+000	2.000000000000000e+000	2.000000000000000e+000	2.580535507314942e+000	3.110500000000000e+000	7.391475065016663e-001
1.315297807965960e-006	3.113045347842791e+000	6.305956159319199e-001	-6.305956159319199e-001	5.000000000000000e+000	1.370300539082572e+000	3.184397004175286e+000	4.998493469268001e+000	1.153516659751955e+000	1.369384384268091e+000	2.000000000000000e+000	2.000000000000000e+000	2.630575616131905e+000	3.110500000000000e+000	7.389700417528615e-001
1.340317862374442e-006	3.113045347953432e+000	6.806357247488842e-001	-6.806357247488842e-001	5.000000000000000e+000	1.370268256165179e+000	3.184380856597157e+000	4.998493457029134e+000	1.163781659665637e+000	1.319344275451129e+000	2.000000000000000e+000	2.000000000000000e+000	2.680615724948868e+000	3.110500000000000e+000	7.388085659715689e-001
1.365337916782924e-006	3.113045347966623e+000	7.306758335658484e-001	-7.306758335658484e-001	5.000000000000000e+000	1.370239168612619e+000	3.184366307915779e+000	4.998493447218939e+000	1.173054254000027e+000	1.269304166634167e+000	2.000000000000000e+000	2.000000000000000e+000	2.730655833765830e+000	3.110500000000000e+000	7.386630791577885e-001
1.390357971191406e-006	3.113045347882364e+000	7.807159423828126e-001	-7.807159423828126e-001	5.000000000000000e+000	1.370213276424889e+000	3.184353358131152e+000	4.998493439837415e+000	1.181334442755127e+000	1.219264057817204e+000	2.000000000000000e+000	2.000000000000000e+000	2.780695942582792e+000	3.110500000000000e+000	7.385335813115203e-001
1.390586853027344e-006	3.113045347882195e+000	7.811737060546876e-001	-7.811737060546876e-001	5.000000000000000e+000	1.370213041713182e+000	3.184353240727287e+000	4.998493439741392e+000	1.181409479945514e+000	1.218806294145330e+000	2.000000000000000e+000	2.000000000000000e+000	2.781153706254667e+000	3.110500000000000e+000	7.385324072728713e-001
1.390861511230469e-006	3.113045347882825e+000	7.817230224609375e-001	-7.817230224609375e-001	5.000000000000000e+000	1.370212760093635e+000	3.184353099860093e+000	4.998493439626552e+000	1.181499446713253e+000	1.218256977739080e+000	2.000000000000000e+000	2.000000000000000e+000	2.781703022660917e+000	3.110500000000000e+000	7.385309986009344e-001
1.390998840332031e-006	3.113045347885206e+000	7.819976806640626e-001	-7.819976806640626e-001	5.000000000000000e+000	1.370212619437462e+000	3.184353029503566e+000	4.998493439569669e+000	1.181544398903726e+000	1.217982319535955e+000	2.000000000000000e+000	2.000000000000000e+000	2.781977680864042e+000	3.110500000000000e+000	7.385302950356583e-001
1.391181945800781e-006	3.113045347885761e+000	7.823638916015625e-001	-7.823638916015625e-001	5.000000000000000e+000	1.370212431983463e+000	3.184352935738342e+000	4.998493439493220e+000	1.181604294162873e+000	1.217616108598455e+000	2.000000000000000e+000	2.000000000000000e+000	2.782343891801542e+000	3.110500000000000e+000	7.385293573834135e-001
1.391639709472656e-006	3.113045347888733e+000	7.832794189453126e-001	-7.832794189453126e-001	5.000000000000000e+000	1.370211963678879e+000	3.184352701490791e+000	4.998493439302703e+000	1.181753924959195e+000	1.216700581254705e+000	2.000000000000000e+000	2.000000000000000e+000	2.783259419145292e+000	3.110500000000000e+000	7.385270149079120e-001
1.391822814941406e-006	3.113045347889674e+000	7.836456298828126e-001	-7.836456298828126e-001	5.000000000000000e+000	1.370211776594666e+000	3.184352607910506e+000	4.998493439226345e+000	1.181813712981849e+000	1.216334370317204e+000	2.000000000000000e+000	2.000000000000000e+000	2.783625630082792e+000	3.110500000000000e+000	7.385260791050561e-001
1.391960144042969e-006	3.113045347889956e+000	7.839202880859376e-001	-7.839202880859376e-001	5.000000000000000e+000	1.370211636330507e+000	3.184352537749891e+000	4.998493439169276e+000	1.181858527176707e+000	1.216059712114080e+000	2.000000000000000e+000	2.000000000000000e+000	2.783900288285917e+000	3.110500000000000e+000	7.385253774989132e-001
1.392143249511719e-006	3.113045347890679e+000	7.842864990234375e-001	-7.842864990234375e-001	5.000000000000000e+000	1.370211449461788e+000	3.184352444277439e+000	4.998493439093089e+000	1.181918238710138e+000	1.215693501176580e+000	2.000000000000000e+000	2.000000000000000e+000	2.784266499223417e+000	3.110500000000000e+000	7.385244427743857e-001
1.392509460449219e-006	3.113045347892583e+000	7.850189208984374e-001	-7.850189208984374e-001	5.000000000000000e+000	1.370211076141512e+000	3.184352257541300e+000	4.998493438941090e+000	1.182037530993929e+000	1.214961079301580e+000	2.000000000000000e+000	2.000000000000000e+000	2.784998921098417e+000	3.110500000000000e+000	7.385225754130060e-001
1.395334516252790e-006	3.113045347922153e+000	7.906690325055801e-001	-7.906690325055801e-001	5.000000000000000e+000	1.370208422198306e+000	3.184350930029686e+000	4.998493437861065e+000	1.182952570502258e+000	1.209310967694437e+000	2.000000000000000e+000	2.000000000000000e+000	2.790649032705559e+000	3.110500000000000e+000	7.385093002968554e-001
1.398159572056362e-006	3.113045347946232e+000	7.963191441127228e-001	-7.963191441127228e-001	5.000000000000000e+000	1.370205748299244e+000	3.184349592536028e+000	4.998493436772811e+000	1.183859820529238e+000	1.203660856087295e+000	2.000000000000000e+000	2.000000000000000e+000	2.796299144312701e+000	3.110500000000000e+000	7.384959253602709e-001
1.400984627859933e-006	3.113045347964820e+000	8.019692557198656e-001	-8.019692557198656e-001	5.000000000000000e+000	1.370203054444324e+000	3.184348245060325e+000	4.998493435676327e+000	1.184759281074868e+000	1.198010744480152e+000	2.000000000000000e+000	2.000000000000000e+000	2.801949255919844e+000	3.110500000000000e+000	7.384824506032526e-001
1.403809683663505e-006	3.113045347977918e+000	8.076193673270088e-001	-8.076193673270088e-001	5.000000000000000e+000	1.370200340633546e+000	3.184346887602580e+000	4.998493434571614e+000	1.185650952139150e+000	1.192360632873009e+000	2.000000000000000e+000	2.000000000000000e+000	2.807599367526987e+000	3.110500000000000e+000	7.384688760258003e-001
1.406634739467076e-006	3.113045347985525e+000	8.132694789341517e-001	-8.132694789341517e-001	5.000000000000000e+000	1.370197606866912e+000	3.184345520162792e+000	4.998493433458671e+000	1.186534833722081e+000	1.186710521265867e+000	2.000000000000000e+000	2.000000000000000e+000	2.813249479134130e+000	3.110500000000000e+000	7.384552016279141e-001
1.409459795270647e-006	3.113045347987640e+000	8.189195905412946e-001	-8.189195905412946e-001	5.000000000000000e+000	1.370194853144420e+000	3.184344142740959e+000	4.998493432337498e+000	1.187410925823664e+000	1.181060409658724e+000	2.000000000000000e+000	2.000000000000000e+000	2.818899590741272e+000	3.110500000000000e+000	7.384414274095941e-001
1.412284851074219e-006	3.113045347984265e+000	8.245697021484375e-001	-8.245697021484375e-001	5.000000000000000e+000	1.370192079466071e+000	3.184342755337084e+000	4.998493431208097e+000	1.188279228443897e+000	1.175410298051581e+000	2.000000000000000e+000	2.000000000000000e+000	2.824549702348415e+000	3.110500000000000e+000	7.384275533708402e-001
1.484794616699219e-006	3.113045348278885e+000	9.695892333984376e-001	-9.695892333984376e-001	5.000000000000000e+000	1.370129879448782e+000	3.184311642662632e+000	4.998493405876481e+000	1.208197743332561e+000	1.030390766801588e+000	2.000000000000000e+000	2.000000000000000e+000	2.969569233598408e+000	3.110500000000000e+000	7.381164266263139e-001
1.550895690917969e-006	3.113045348456501e+000	1.101791381835938e+000	-1.101791381835938e+000	5.000000000000000e+000	1.370086351296435e+000	3.184289869723575e+000	4.998493388150715e+000	1.222195053064217e+000	8.981886183640947e-001	2.000000000000000e+000	2.000000000000000e+000	3.101771382035901e+000	3.110500000000000e+000	7.378986972357510e-001
1.616996765136719e-006	3.113045348611446e+000	1.233993530273438e+000	-1.233993530273438e+000	5.000000000000000e+000	1.370047291493616e+000	3.184270331869119e+000	4.998493372244623e+000	1.234756543491733e+000	7.659864699266025e-001	2.000000000000000e+000	2.000000000000000e+000	3.233973530473393e+000	3.110500000000000e+000	7.377033186911918e-001
1.683097839355469e-006	3.113045348743721e+000	1.366195678710938e+000	-1.366195678710938e+000	5.000000000000000e+000	1.370012700040326e+000	3.184253029099263e+000	4.998493358158202e+000	1.245882214615109e+000	6.337843214891112e-001	2.000000000000000e+000	2.000000000000000e+000	3.366175678910884e+000	3.110500000000000e+000	7.375302909926362e-001
1.749198913574219e-006	3.113045348853325e+000	1.498397827148438e+000	-1.498397827148438e+000	5.000000000000000e+000	1.369982576936564e+000	3.184237961414008e+000	4.998493345891453e+000	1.255572066434346e+000	5.015821730516210e-001	2.000000000000000e+000	2.000000000000000e+000	3.498377827348374e+000	3.110500000000000e+000	7.373796141400845e-001
1.815299987792969e-006	3.113045348940260e+000	1.630599975585938e+000	-1.630599975585938e+000	5.000000000000000e+000	1.369956922182330e+000	3.184225128813353e+000	4.998493335444376e+000	1.263826098949442e+000	3.693800246141318e-001	2.000000000000000e+000	2.000000000000000e+000	3.630579975785863e+000	3.110500000000000e+000	7.372512881335362e-001
1.881401062011719e-006	3.113045349004524e+000	1.762802124023438e+000	-1.762802124023438e+000	5.000000000000000e+000	1.369935735777626e+000	3.184214531297299e+000	4.998493326816972e+000	1.270644312160400e+000	2.371778761766435e-001	2.000000000000000e+000	2.000000000000000e+000	3.762782124223352e+000	3.110500000000000e+000	7.371453129729919e-001
1.947502136230469e-006	3.113045349046118e+000	1.895004272460938e+000	-1.895004272460938e+000	5.000000000000000e+000	1.369919017722450e+000	3.184206168865845e+000	4.998493320009240e+000	1.276026706067217e+000	1.049757277391566e-001	2.000000000000000e+000	2.000000000000000e+000	3.894984272660838e+000	3.110500000000000e+000	7.370616886584511e-001
2.000000000000000e-006	3.113045349294354e+000	2.000000000000000e+000	-2.000000000000000e+000	5.000000000000000e+000	1.369905704845708e+000	3.184199509734132e+000	4.998493314622556e+000	1.280353237488457e+000	-1.999979989531430e-005	2.000000000000000e+000	2.000000000000000e+000	3.999980000199891e+000	3.110500000000000e+000	7.369950973413239e-001
2.000269317626953e-006	3.113045392709034e+000	2.000000000000000e+000	-2.000000000000000e+000	5.000000000000000e+000	1.369899319421243e+000	3.184199484129744e+000	4.998499648838244e+000	1.280348798562258e+000	-1.999979989526054e-005	2.000000000000000e+000	2.000000000000000e+000	3.999980000199890e+000	3.110500000000000e+000	7.369948412974384e-001
2.001211929321289e-006	3.113045346992853e+000	2.000000000000000e+000	-2.000000000000000e+000	5.000000000000000e+000	1.369895826136448e+000	3.184199458544664e+000	4.998503090952880e+000	1.280346310783484e+000	-1.999979989507263e-005	2.000000000000000e+000	2.000000000000000e+000	3.999980000199890e+000	3.110500000000000e+000	7.369945854466390e-001
2.316471862792969e-006	3.113045349452966e+000	2.000000000000000e+000	-2.000000000000000e+000	5.000000000000000e+000	1.369895829347037e+000	3.184199458647606e+000	4.998503087948174e+000	1.280346313923401e+000	-1.999979983202349e-005	2.000000000000000e+000	2.000000000000000e+000	3.999980000199827e+000	3.110500000000000e+000	7.369945864760557e-001
2.999089050292969e-006	3.113045349452944e+000	2.000000000000000e+000	-2.000000000000000e+000	5.000000000000000e+000	1.369895829347082e+000	3.184199458647608e+000	4.998503087948134e+000	1.280346313923429e+000	-1.999979969550358e-005	2.000000000000000e+000	2.000000000000000e+000	3.999980000199691e+000	3.110500000000000e+000	7.369945864760782e-001
3.000000000000000e-006	3.113045349452936e+000	2.000000000000000e+000	-2.000000000000000e+000	5.000000000000000e+000	1.369895829347114e+000	3.184199458647609e+000	4.998503087948105e+000	1.280346313923454e+000	-1.999979969532128e-005	2.000000000000000e+000	2.000000000000000e+000	3.999980000199690e+000	3.110500000000000e+000	7.369945864760938e-001
